Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
CORDOBA,San Justo,Alicia,WIRELESS,,66.0
CORDOBA,San Justo,Altos de Chipión,FIBRA OPTICA,,634.0
CORDOBA,San Justo,Altos de Chipión,Otros,,1.0
CORDOBA,San Justo,Altos de Chipión,SATELITAL,,1.0
CORDOBA,San Justo,Arroyito,ADSL,,267.0
CORDOBA,San Justo,Arroyito,CABLEMODEM,,4077.0
CORDOBA,San Justo,Arroyito,FIBRA OPTICA,,5392.0
CORDOBA,San Justo,Arroyito,SATELITAL,,1.0
CORDOBA,San Justo,Arroyito,WIMAX,,69.0
CORDOBA,San Justo,Arroyito,WIRELESS,,103.0
CORDOBA,San Justo,Brinkmann,ADSL,,125.0
CORDOBA,San Justo,Brinkmann,FIBRA OPTICA,,2547.0
CORDOBA,San Justo,Colonia Anita,WIRELESS,,4.0
CORDOBA,San Justo,Colonia Las Pichanas,WIRELESS,,4.0
CORDOBA,San Justo,Colonia Marina,FIBRA OPTICA,,423.0
CORDOBA,San Justo,Colonia Marina,Otros,,1.0
CORDOBA,San Justo,Colonia Marina,SATELITAL,,1.0
CORDOBA,San Justo,Colonia Marina,WIRELESS,,133.0
CORDOBA,San Justo,Colonia San Bartolomé,FIBRA OPTICA,,66.0
CORDOBA,San Justo,Colonia San Bartolomé,WIRELESS,,361.0
CORDOBA,San Justo,Colonia Valtelina,Otros,,1.0
CORDOBA,San Justo,Colonia Vignaud,ADSL,,81.0
CORDOBA,San Justo,Colonia Vignaud,FIBRA OPTICA,,102.0
CORDOBA,San Justo,Devoto,ADSL,,318.0
CORDOBA,San Justo,Devoto,FIBRA OPTICA,,2.0
CORDOBA,San Justo,Devoto,Otros,,1.0
CORDOBA,San Justo,El Arañado,CABLEMODEM,,479.0
CORDOBA,San Justo,El Arañado,SATELITAL,,1.0
CORDOBA,San Justo,El Arañado,WIRELESS,,66.0
CORDOBA,San Justo,El Fortín,CABLEMODEM,,441.0
CORDOBA,San Justo,El Fortín,WIRELESS,,64.0
CORDOBA,San Justo,El Fuertecito,CABLEMODEM,,98.0
CORDOBA,San Justo,El Fuertecito,FIBRA OPTICA,,13.0
CORDOBA,San Justo,El Fuertecito,WIMAX,,2.0
CORDOBA,San Justo,El Fuertecito,WIRELESS,,9.0
CORDOBA,San Justo,El Tío,ADSL,,13.0
CORDOBA,San Justo,El Tío,CABLEMODEM,,705.0
CORDOBA,San Justo,El Tío,FIBRA OPTICA,,126.0
CORDOBA,San Justo,El Tío,WIRELESS,,33.0
CORDOBA,San Justo,Estación Luxardo,WIRELESS,,36.0
CORDOBA,San Justo,Freyre,ADSL,,161.0
CORDOBA,San Justo,Freyre,CABLEMODEM,,1700.0
CORDOBA,San Justo,Freyre,FIBRA OPTICA,,810.0
CORDOBA,San Justo,Freyre,Otros,,1.0
CORDOBA,San Justo,Freyre,WIRELESS,,79.0
CORDOBA,San Justo,La Francia,ADSL,,158.0
CORDOBA,San Justo,La Francia,FIBRA OPTICA,,925.0
CORDOBA,San Justo,La Francia,WIRELESS,,119.0
CORDOBA,San Justo,La Paquita,ADSL,,220.0
CORDOBA,San Justo,La Paquita,Otros,,5.0
CORDOBA,San Justo,La Paquita,WIRELESS,,126.0
CORDOBA,San Justo,La Tordilla,ADSL,,435.0
CORDOBA,San Justo,La Tordilla,WIRELESS,,45.0
CORDOBA,San Justo,Las Varas,FIBRA OPTICA,,148.0
CORDOBA,San Justo,Las Varas,Otros,,11.0
CORDOBA,San Justo,Las Varillas,ADSL,,223.0
CORDOBA,San Justo,Las Varillas,FIBRA OPTICA,,6694.0
CORDOBA,San Justo,Las Varillas,SATELITAL,,1.0
CORDOBA,San Justo,Marull,FIBRA OPTICA,,651.0
CORDOBA,San Justo,Marull,SATELITAL,,1.0
CORDOBA,San Justo,Marull,WIRELESS,,150.0
CORDOBA,San Justo,Miramar,CABLEMODEM,,1058.0
CORDOBA,San Justo,Miramar,Otros,,115.0
CORDOBA,San Justo,Miramar,WIRELESS,,96.0
CORDOBA,San Justo,Morteros,ADSL,,125.0
CORDOBA,San Justo,Morteros,FIBRA OPTICA,,6554.0
CORDOBA,San Justo,Plaza Luxardo,WIRELESS,,6.0
CORDOBA,San Justo,Plaza San Francisco,WIRELESS,,9.0
CORDOBA,San Justo,Porteña,ADSL,,404.0
CORDOBA,San Justo,Porteña,FIBRA OPTICA,,1784.0
CORDOBA,San Justo,Porteña,Otros,,2.0
CORDOBA,San Justo,Porteña,WIRELESS,,73.0
CORDOBA,San Justo,Quebracho Herrado,WIRELESS,,44.0
CORDOBA,San Justo,Sacanta,CABLEMODEM,,823.0
CORDOBA,San Justo,Sacanta,FIBRA OPTICA,,452.0
CORDOBA,San Justo,Sacanta,Otros,,5.0
CORDOBA,San Justo,Sacanta,SATELITAL,,1.0
CORDOBA,San Justo,Sacanta,WIRELESS,,125.0
CORDOBA,San Justo,San Francisco,ADSL,,2320.0
CORDOBA,San Justo,San Francisco,CABLEMODEM,,14842.0
CORDOBA,San Justo,San Francisco,FIBRA OPTICA,,414.0
CORDOBA,San Justo,San Francisco,Otros,,60.0
CORDOBA,San Justo,San Francisco,WIRELESS,,597.0
CORDOBA,San Justo,Saturnino María Laspiur,CABLEMODEM,,758.0
CORDOBA,San Justo,Saturnino María Laspiur,SATELITAL,,1.0
CORDOBA,San Justo,Saturnino María Laspiur,WIRELESS,,21.0
CORDOBA,San Justo,Seeber,ADSL,,60.0
CORDOBA,San Justo,Seeber,Otros,,1.0
CORDOBA,San Justo,Toro Pujio,ADSL,,77.0
CORDOBA,San Justo,Transito,CABLEMODEM,Sin Datos,943.0
CORDOBA,San Justo,Transito,FIBRA OPTICA,Sin Datos,133.0
CORDOBA,San Justo,Tránsito,ADSL,,51.0
CORDOBA,San Justo,Tránsito,WIRELESS,,106.0
CORDOBA,San Justo,Villa Concepción del Tío,CABLEMODEM,,384.0
CORDOBA,San Justo,Villa Concepción del Tío,WIRELESS,,132.0
CORDOBA,San Justo,Villa del Tránsito,WIRELESS,,65.0
CORDOBA,San Justo,Villa San Esteban,WIRELESS,,31.0
CORDOBA,Santa María,Alta Gracia,ADSL,,1447.0
CORDOBA,Santa María,Alta Gracia,CABLEMODEM,,1350.0
CORDOBA,Santa María,Alta Gracia,FIBRA OPTICA,,14145.0
CORDOBA,Santa María,Alta Gracia,Otros,,2.0
CORDOBA,Santa María,Alta Gracia,WIRELESS,,327.0
CORDOBA,Santa María,Anisacate,ADSL,,69.0
CORDOBA,Santa María,Anisacate,WIRELESS,,106.0
CORDOBA,Santa María,Campos Del Virrey,FIBRA OPTICA,,35.0
CORDOBA,Santa María,Despeñaderos,ADSL,,923.0
CORDOBA,Santa María,Despeñaderos,FIBRA OPTICA,,1065.0
CORDOBA,Santa María,Despeñaderos,WIRELESS,,124.0
CORDOBA,Santa María,José de la Quintana,WIRELESS,,11.0
CORDOBA,Santa María,La Cumbrecita,WIRELESS,,5.0
CORDOBA,Santa María,La Donosa,WIRELESS,,74.0
CORDOBA,Santa María,La Paisanita,ADSL,,31.0
CORDOBA,Santa María,Malagueño,ADSL,,31.0
CORDOBA,Santa María,Malagueño,FIBRA OPTICA,,14.0
CORDOBA,Santa María,Malagueño,WIRELESS,,383.0
CORDOBA,Santa María,OTROS,WIRELESS,Sin Datos,602.0
CORDOBA,Santa María,Potrero de Garay,FIBRA OPTICA,,5.0
CORDOBA,Santa María,Potrero de Garay,WIRELESS,,1235.0
CORDOBA,Santa María,San Nicolás,ADSL,,4.0
CORDOBA,Santa María,Toledo,ADSL,,517.0
CORDOBA,Santa María,Toledo,FIBRA OPTICA,,162.0
CORDOBA,Santa María,Toledo,WIRELESS,,4.0
CORDOBA,Santa María,Valle de Anisacate,WIRELESS,,62.0
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),WIRELESS,,491.0
CORDOBA,Santa María,Villa del Prado,WIRELESS,,49.0
CORDOBA,Santa María,Villa La Bolsa,WIRELESS,,53.0
CORDOBA,Santa María,Villa Los Aromos,ADSL,,92.0
CORDOBA,Santa María,Villa Los Aromos,WIRELESS,,61.0
CORDOBA,Santa María,Villa Parque Santa Ana,ADSL,,203.0
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,WIRELESS,,51.0
CORDOBA,Sobremonte,Caminiaga,FIBRA OPTICA,,2.0
CORDOBA,Sobremonte,San Francisco del Chañar,FIBRA OPTICA,,1.0
CORDOBA,Sobremonte,San Francisco del Chañar,Otros,,1.0
CORDOBA,Sobremonte,San Francisco del Chañar,SATELITAL,,1.0
CORDOBA,Tercero Arriba,Almafuerte,ADSL,,524.0
CORDOBA,Tercero Arriba,Almafuerte,CABLEMODEM,,2528.0
CORDOBA,Tercero Arriba,Almafuerte,FIBRA OPTICA,,291.0
CORDOBA,Tercero Arriba,Almafuerte,WIRELESS,,399.0
CORDOBA,Tercero Arriba,Colonia Almada,WIRELESS,,1.0
CORDOBA,Tercero Arriba,Corralito,FIBRA OPTICA,,147.0
CORDOBA,Tercero Arriba,Corralito,Otros,,265.0
CORDOBA,Tercero Arriba,Corralito,SATELITAL,,1.0
CORDOBA,Tercero Arriba,Corralito,WIRELESS,,39.0
CORDOBA,Tercero Arriba,Dalmacio Vélez,FIBRA OPTICA,,460.0
CORDOBA,Tercero Arriba,General Fotheringham,ADSL,,24.0
CORDOBA,Tercero Arriba,General Fotheringham,WIRELESS,,40.0
CORDOBA,Tercero Arriba,Hernando,ADSL,,248.0
CORDOBA,Tercero Arriba,Hernando,CABLEMODEM,,3031.0
CORDOBA,Tercero Arriba,Hernando,FIBRA OPTICA,,3.0
CORDOBA,Tercero Arriba,James Craik,ADSL,,103.0
CORDOBA,Tercero Arriba,James Craik,CABLEMODEM,,689.0
CORDOBA,Tercero Arriba,James Craik,FIBRA OPTICA,,3.0
CORDOBA,Tercero Arriba,James Craik,WIRELESS,,637.0
CORDOBA,Tercero Arriba,Las Isletillas,WIRELESS,,8.0
CORDOBA,Tercero Arriba,Las Perdices,ADSL,,760.0
CORDOBA,Tercero Arriba,Las Perdices,FIBRA OPTICA,,140.0
CORDOBA,Tercero Arriba,Las Perdices,SATELITAL,,1.0
CORDOBA,Tercero Arriba,Las Perdices,WIRELESS,,43.0
CORDOBA,Tercero Arriba,Oliva,ADSL,,1113.0
CORDOBA,Tercero Arriba,Oliva,FIBRA OPTICA,,2305.0
CORDOBA,Tercero Arriba,Oliva,WIRELESS,,194.0
CORDOBA,Tercero Arriba,Pampayasta Norte,WIRELESS,,1.0
CORDOBA,Tercero Arriba,Pampayasta Sur,FIBRA OPTICA,,3.0
CORDOBA,Tercero Arriba,Pampayasta Sur,SATELITAL,,1.0
CORDOBA,Tercero Arriba,Punta del Agua,WIRELESS,,1.0
CORDOBA,Tercero Arriba,Río Tercero,ADSL,,67.0
CORDOBA,Tercero Arriba,Río Tercero,CABLEMODEM,,9085.0
CORDOBA,Tercero Arriba,Río Tercero,FIBRA OPTICA,,11014.0
CORDOBA,Tercero Arriba,Río Tercero,SATELITAL,,1.0
CORDOBA,Tercero Arriba,Río Tercero,WIRELESS,,1120.0
CORDOBA,Tercero Arriba,Tancacha,ADSL,,1305.0
CORDOBA,Tercero Arriba,Tancacha,SATELITAL,,1.0
CORDOBA,Tercero Arriba,Tancacha,WIRELESS,,189.0
CORDOBA,Tercero Arriba,Villa Ascasubi,WIRELESS,,458.0
CORDOBA,Totoral,Las Peñas,ADSL,,19.0
CORDOBA,Totoral,Las Peñas,WIRELESS,,231.0
CORDOBA,Totoral,Sarmiento,ADSL,,50.0
CORDOBA,Totoral,Sarmiento,Otros,,1.0
CORDOBA,Totoral,Sinsacate,ADSL,,8.0
CORDOBA,Totoral,Sinsacate,FIBRA OPTICA,,977.0
CORDOBA,Totoral,Sinsacate,WIRELESS,,985.0
CORDOBA,Totoral,Villa del Totoral,ADSL,,306.0
CORDOBA,Totoral,Villa del Totoral,FIBRA OPTICA,,1192.0
CORDOBA,Totoral,Villa del Totoral,Otros,,4.0
CORDOBA,Totoral,Villa del Totoral,WIRELESS,,369.0
CORDOBA,Tulumba,Las Arrias,ADSL,,6.0
CORDOBA,Tulumba,Las Arrias,Otros,,1.0
CORDOBA,Tulumba,Rosario del Saladillo,FIBRA OPTICA,,2.0
CORDOBA,Tulumba,San José de la Dormida,ADSL,,79.0
CORDOBA,Tulumba,San José de la Dormida,SATELITAL,,1.0
CORDOBA,Tulumba,San José de la Dormida,WIRELESS,,263.0
CORDOBA,Tulumba,San Pedro Norte,WIRELESS,,62.0
CORDOBA,Tulumba,Villa Tulumba,FIBRA OPTICA,,2.0
CORDOBA,Tulumba,Villa Tulumba,WIRELESS,,169.0
CORDOBA,Unión,Alto Alegre,ADSL,,140.0
CORDOBA,Unión,Alto Alegre,CABLEMODEM,,155.0
CORDOBA,Unión,Alto Alegre,FIBRA OPTICA,,1.0
CORDOBA,Unión,Ballesteros,ADSL,,555.0
CORDOBA,Unión,Ballesteros,FIBRA OPTICA,,76.0
CORDOBA,Unión,Ballesteros,WIRELESS,,65.0
CORDOBA,Unión,Ballesteros Sur,FIBRA OPTICA,,1.0
CORDOBA,Unión,Ballesteros Sur,WIRELESS,,70.0
CORDOBA,Unión,Bell Ville,ADSL,,589.0
CORDOBA,Unión,Bell Ville,CABLEMODEM,,8701.0
CORDOBA,Unión,Bell Ville,FIBRA OPTICA,,3344.0
CORDOBA,Unión,Canals,ADSL,,100.0
CORDOBA,Unión,Canals,FIBRA OPTICA,,736.0
CORDOBA,Unión,Canals,WIRELESS,,299.0
CORDOBA,Unión,Chilibroste,ADSL,,146.0
CORDOBA,Unión,Chilibroste,FIBRA OPTICA,,1.0
CORDOBA,Unión,Chilibroste,WIRELESS,,6.0
CORDOBA,Unión,Cintra,ADSL,,317.0
CORDOBA,Unión,Cintra,FIBRA OPTICA,,20.0
CORDOBA,Unión,Cintra,SATELITAL,,1.0
CORDOBA,Unión,Cintra,WIRELESS,,114.0
CORDOBA,Unión,Colonia Bismarck,CABLEMODEM,,7.0
CORDOBA,Unión,Colonia Bismarck,WIRELESS,,15.0
CORDOBA,Unión,Idiazabal,FIBRA OPTICA,,461.0
CORDOBA,Unión,Idiazabal,SATELITAL,,1.0
CORDOBA,Unión,Justiniano Posse,FIBRA OPTICA,,3131.0
CORDOBA,Unión,Justiniano Posse,WIRELESS,,1.0
CORDOBA,Unión,Laborde,ADSL,,99.0
CORDOBA,Unión,Monte Maíz,ADSL,,658.0
CORDOBA,Unión,Monte Maíz,CABLEMODEM,,1776.0
CORDOBA,Unión,Monte Maíz,FIBRA OPTICA,,339.0
CORDOBA,Unión,Morrison,ADSL,,757.0
CORDOBA,Unión,Morrison,FIBRA OPTICA,,445.0
CORDOBA,Unión,Noetinger,FIBRA OPTICA,,921.0
CORDOBA,Unión,Noetinger,Otros,,2.0
CORDOBA,Unión,Noetinger,WIRELESS,,218.0
CORDOBA,Unión,Ordóñez,ADSL,,229.0
CORDOBA,Unión,Ordóñez,FIBRA OPTICA,,668.0
CORDOBA,Unión,Pascanas,FIBRA OPTICA,,364.0
CORDOBA,Unión,Pascanas,WIRELESS,,35.0
CORDOBA,Unión,Pueblo Italiano,CABLEMODEM,,262.0
CORDOBA,Unión,Pueblo Italiano,SATELITAL,,1.0
CORDOBA,Unión,Ramón J. Cárcano,WIRELESS,,20.0
CORDOBA,Unión,San Antonio de Litín,ADSL,,368.0
CORDOBA,Unión,San Antonio de Litín,FIBRA OPTICA,,1.0
CORDOBA,Unión,San Antonio de Litín,Otros,,6.0
CORDOBA,Unión,San Antonio de Litín,WIRELESS,,54.0
CORDOBA,Unión,San Marcos,ADSL,,96.0
CORDOBA,Unión,San Marcos,FIBRA OPTICA,,3.0
CORDOBA,Unión,Viamonte,ADSL,,17.0
CORDOBA,Unión,Wenceslao Escalante,ADSL,,17.0
CORDOBA,Unión,Wenceslao Escalante,CABLEMODEM,,85.0
CORDOBA,Unión,Wenceslao Escalante,SATELITAL,,1.0
CORDOBA,Unión,Wenceslao Escalante,WIRELESS,,10.0
CORRIENTES,Bella Vista,Bella Vista,ADSL,,468.0
CORRIENTES,Bella Vista,Bella Vista,CABLEMODEM,,600.0
CORRIENTES,Bella Vista,Bella Vista,FIBRA OPTICA,,1.0
CORRIENTES,Bella Vista,Bella Vista,Otros,,100.0
CORRIENTES,Bella Vista,Bella Vista,SATELITAL,,2.0
CORRIENTES,Bella Vista,Bella Vista,WIRELESS,,600.0
CORRIENTES,Berón de Astrada,Berón de Astrada,SATELITAL,,1.0
CORRIENTES,Capital,Corrientes,ADSL,,4435.0
CORRIENTES,Capital,Corrientes,CABLEMODEM,,67719.0
CORRIENTES,Capital,Corrientes,DIAL UP,,3.0
CORRIENTES,Capital,Corrientes,FIBRA OPTICA,,21859.0
CORRIENTES,Capital,Corrientes,Otros,,7.0
CORRIENTES,Capital,Corrientes,SATELITAL,,3.0
CORRIENTES,Capital,Corrientes,WIRELESS,,1310.0
CORRIENTES,Capital,Laguna Brava,SATELITAL,,1.0
CORRIENTES,Capital,Riachuelo,SATELITAL,,1.0
CORRIENTES,Capital,Riachuelo,WIRELESS,,171.0
CORRIENTES,Capital,San Cayetano,SATELITAL,,1.0
CORRIENTES,Concepción,Concepción,FIBRA OPTICA,,2.0
CORRIENTES,Concepción,Concepción,WIRELESS,,23.0
CORRIENTES,Concepción,Santa Rosa,FIBRA OPTICA,,1.0
CORRIENTES,Concepción,Santa Rosa,Otros,,3.0
CORRIENTES,Concepción,Santa Rosa,WIRELESS,,20.0
CORRIENTES,Concepción,Tabay,SATELITAL,,1.0
CORRIENTES,Concepción,Tabay,WIRELESS,,19.0
CORRIENTES,Concepción,Tatacua,SATELITAL,,1.0
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,SATELITAL,,1.0
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,WIRELESS,,14.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,ADSL,,439.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,FIBRA OPTICA,,5965.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,Otros,,3030.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,SATELITAL,,5.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,WIRELESS,,548.0
CORRIENTES,Curuzú Cuatiá,Perugorría,SATELITAL,,1.0
CORRIENTES,Curuzú Cuatiá,Perugorría,WIRELESS,,89.0
CORRIENTES,Empedrado,El Sombrero,ADSL,,4.0
CORRIENTES,Empedrado,El Sombrero,SATELITAL,,1.0
CORRIENTES,Empedrado,El Sombrero,WIRELESS,,2.0
CORRIENTES,Empedrado,Empedrado,ADSL,,675.0
CORRIENTES,Empedrado,Empedrado,CABLEMODEM,,300.0
CORRIENTES,Empedrado,Empedrado,SATELITAL,,2.0
CORRIENTES,Empedrado,Empedrado,WIRELESS,,103.0
CORRIENTES,Esquina,Esquina,ADSL,,162.0
CORRIENTES,Esquina,Esquina,CABLEMODEM,,1247.0
CORRIENTES,Esquina,Esquina,FIBRA OPTICA,,1315.0
CORRIENTES,Esquina,Esquina,Otros,,1500.0
CORRIENTES,Esquina,Esquina,SATELITAL,,1.0
CORRIENTES,Esquina,Esquina,WIRELESS,,649.0
CORRIENTES,Esquina,Pueblo Libertador,SATELITAL,,1.0
CORRIENTES,Esquina,Pueblo Libertador,WIRELESS,,432.0
CORRIENTES,General Alvear,Alvear,ADSL,,395.0
CORRIENTES,General Alvear,Alvear,SATELITAL,,2.0
CORRIENTES,General Paz,Itá Ibaté,ADSL,,78.0
CORRIENTES,General Paz,Itá Ibaté,CABLEMODEM,,1.0
CORRIENTES,General Paz,Itá Ibaté,SATELITAL,,3.0
CORRIENTES,General Paz,Itá Ibaté,WIRELESS,,6.0
CORRIENTES,General Paz,Lomas de Vallejos,SATELITAL,,1.0
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,CABLEMODEM,,1.0
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,FIBRA OPTICA,,3.0
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,WIRELESS,,98.0
CORRIENTES,General Paz,Palmar Grande,SATELITAL,,1.0
CORRIENTES,General Paz,Palmar Grande,WIRELESS,,10.0
CORRIENTES,Goya,Colonia Carolina,SATELITAL,,1.0
CORRIENTES,Goya,Colonia Carolina,WIRELESS,,2.0
CORRIENTES,Goya,Goya,ADSL,,879.0
CORRIENTES,Goya,Goya,CABLEMODEM,,13235.0
CORRIENTES,Goya,Goya,FIBRA OPTICA,,6939.0
CORRIENTES,Goya,Goya,Otros,,1.0
CORRIENTES,Goya,Goya,SATELITAL,,4.0
CORRIENTES,Goya,Goya,WIRELESS,,7.0
CORRIENTES,ItatÍ,Itatí,ADSL,,297.0
CORRIENTES,ItatÍ,Itatí,SATELITAL,,1.0
CORRIENTES,ItatÍ,Itatí,WIRELESS,,26.0
CORRIENTES,ItatÍ,Ramada Paso,WIRELESS,,3.0
CORRIENTES,Ituzaingó,Colonia Liebig's,CABLEMODEM,,276.0
CORRIENTES,Ituzaingó,Colonia Liebig's,Otros,,
CORRIENTES,Ituzaingó,Colonia Liebig's,SATELITAL,,1.0
CORRIENTES,Ituzaingó,Colonia Liebig's,WIRELESS,,32.0
CORRIENTES,Ituzaingó,Ituzaingó,ADSL,,1212.0
CORRIENTES,Ituzaingó,Ituzaingó,FIBRA OPTICA,,3.0
CORRIENTES,Ituzaingó,Ituzaingó,Otros,,1.0
CORRIENTES,Ituzaingó,Ituzaingó,SATELITAL,,2.0
CORRIENTES,Ituzaingó,Villa Olivari,FIBRA OPTICA,,1.0
CORRIENTES,Ituzaingó,Villa Olivari,SATELITAL,,1.0
CORRIENTES,Ituzaingó,Villa Olivari,WIRELESS,,16.0
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,FIBRA OPTICA,,96.0
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,SATELITAL,,1.0
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,WIRELESS,,34.0
CORRIENTES,Lavalle,Lavalle,SATELITAL,,1.0
CORRIENTES,Lavalle,Lavalle,WIRELESS,,1.0
CORRIENTES,Lavalle,Santa Lucía,ADSL,,13.0
CORRIENTES,Lavalle,Santa Lucía,FIBRA OPTICA,,820.0
CORRIENTES,Lavalle,Santa Lucía,SATELITAL,,1.0
CORRIENTES,Lavalle,Santa Lucía,WIRELESS,,2.0
CORRIENTES,Mburucuyá,Mburucuyá,FIBRA OPTICA,,2.0
CORRIENTES,Mburucuyá,Mburucuyá,SATELITAL,,2.0
CORRIENTES,Mburucuyá,Mburucuyá,WIRELESS,,49.0
CORRIENTES,Mercedes,Felipe Yofré,SATELITAL,,2.0
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),SATELITAL,,1.0
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),WIRELESS,,1.0
CORRIENTES,Mercedes,Mercedes,ADSL,,1072.0
CORRIENTES,Mercedes,Mercedes,CABLEMODEM,,1797.0
CORRIENTES,Mercedes,Mercedes,FIBRA OPTICA,,712.0
CORRIENTES,Mercedes,Mercedes,SATELITAL,,1.0
CORRIENTES,Mercedes,Mercedes,WIRELESS,,2003.0
CORRIENTES,Monte Caseros,Colonia Libertad,WIRELESS,,170.0
CORRIENTES,Monte Caseros,Estación Libertad,WIRELESS,,4.0
CORRIENTES,Monte Caseros,Juan Pujol,FIBRA OPTICA,,210.0
CORRIENTES,Monte Caseros,Juan Pujol,SATELITAL,,2.0
CORRIENTES,Monte Caseros,Juan Pujol,WIRELESS,,228.0
CORRIENTES,Monte Caseros,Mocoretá,ADSL,,14.0
CORRIENTES,Monte Caseros,Mocoretá,FIBRA OPTICA,,244.0
CORRIENTES,Monte Caseros,Mocoretá,SATELITAL,,1.0
CORRIENTES,Monte Caseros,Mocoretá,WIRELESS,,49.0
CORRIENTES,Monte Caseros,Monte Caseros,ADSL,,1023.0
CORRIENTES,Monte Caseros,Monte Caseros,FIBRA OPTICA,,1095.0
CORRIENTES,Monte Caseros,Monte Caseros,SATELITAL,,1.0
CORRIENTES,Monte Caseros,Monte Caseros,WIRELESS,,2561.0
CORRIENTES,Monte Caseros,Parada Acuña,WIRELESS,,10.0
CORRIENTES,Monte Caseros,Parada Labougle,Otros,,83.0
CORRIENTES,Monte Caseros,Parada Labougle,WIRELESS,,6.0
CORRIENTES,Otros,Otros,Otros,Sin Datos,30.0
CORRIENTES,Paso de los Libres,Bonpland,WIRELESS,,56.0
CORRIENTES,Paso de los Libres,Parada Pucheta,WIRELESS,,37.0
CORRIENTES,Paso de los Libres,Paso de los Libres,ADSL,,1494.0
CORRIENTES,Paso de los Libres,Paso de los Libres,FIBRA OPTICA,,4.0
CORRIENTES,Paso de los Libres,Paso de los Libres,SATELITAL,,2.0
CORRIENTES,Paso de los Libres,Paso de los Libres,WIMAX,,59.0
CORRIENTES,Paso de los Libres,Paso de los Libres,WIRELESS,,1.0
CORRIENTES,Saladas,Saladas,ADSL,,627.0
CORRIENTES,Saladas,Saladas,SATELITAL,,2.0
CORRIENTES,Saladas,San Lorenzo,FIBRA OPTICA,,75.0
CORRIENTES,Saladas,San Lorenzo,Otros,,50.0
CORRIENTES,Saladas,San Lorenzo,SATELITAL,,1.0
CORRIENTES,Saladas,San Lorenzo,WIRELESS,,18.0
CORRIENTES,San Cosme,Paso de la Patria,FIBRA OPTICA,,1.0
CORRIENTES,San Cosme,Paso de la Patria,Otros,,130.0
CORRIENTES,San Cosme,Paso de la Patria,SATELITAL,,1.0
CORRIENTES,San Cosme,Paso de la Patria,WIRELESS,,60.0
CORRIENTES,San Cosme,San Cosme,ADSL,,71.0
CORRIENTES,San Cosme,San Cosme,Otros,,150.0
CORRIENTES,San Cosme,San Cosme,SATELITAL,,1.0
CORRIENTES,San Cosme,San Cosme,WIRELESS,,9.0
CORRIENTES,San Cosme,Santa Ana,Otros,,88.0
CORRIENTES,San Cosme,Santa Ana,WIRELESS,,31.0
CORRIENTES,San Luis del Palmar,San Luis del Palmar,SATELITAL,,1.0
CORRIENTES,San Martín,La Cruz,ADSL,,223.0
CORRIENTES,San Martín,La Cruz,SATELITAL,,1.0
CORRIENTES,San Miguel,Loreto,SATELITAL,,1.0
CORRIENTES,San Miguel,Loreto,WIRELESS,,36.0
CORRIENTES,San Miguel,San Miguel,FIBRA OPTICA,,3.0
CORRIENTES,San Miguel,San Miguel,SATELITAL,,1.0
CORRIENTES,San Miguel,San Miguel,WIRELESS,,118.0
CORRIENTES,San Roque,Chavarría,SATELITAL,,2.0
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),SATELITAL,,1.0
CORRIENTES,San Roque,San Roque,SATELITAL,,2.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,ADSL,,574.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,FIBRA OPTICA,,6.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,OTROS,,1.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,SATELITAL,,4.0
CORRIENTES,Santo Tomé,José Rafael Gómez,WIRELESS,,33.0
CORRIENTES,Santo Tomé,Santo Tomé,ADSL,,694.0
CORRIENTES,Santo Tomé,Santo Tomé,FIBRA OPTICA,,435.0
CORRIENTES,Santo Tomé,Santo Tomé,SATELITAL,,2.0
CORRIENTES,Santo Tomé,Santo Tomé,WIRELESS,,598.0
CORRIENTES,Sauce,Sauce,CABLEMODEM,,1050.0
CORRIENTES,Sauce,Sauce,Otros,,0.0
CORRIENTES,Sauce,Sauce,SATELITAL,,2.0
ENTRE RIOS,Colón,Arroyo Barú,FIBRA OPTICA,,80.0
